,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
48,2021-07-08,1571.4237372658038,1550.5480517046797,1597.1410892375927,1571.4237372658038,1571.4237372658038,2.720152426188889,2.720152426188889,2.720152426188889,2.720152426188889,2.720152426188889,2.720152426188889,0.0,0.0,0.0,1574.1438896919926
49,2021-07-09,1569.8246375072683,1549.263200068471,1592.8904782581437,1569.8246375072683,1569.8246375072683,0.8627977750262013,0.8627977750262013,0.8627977750262013,0.8627977750262013,0.8627977750262013,0.8627977750262013,0.0,0.0,0.0,1570.6874352822945
50,2021-07-12,1565.027338231662,1541.288820668755,1585.741949302687,1565.027338231662,1565.027338231662,-2.2795305251828744,-2.2795305251828744,-2.2795305251828744,-2.2795305251828744,-2.2795305251828744,-2.2795305251828744,0.0,0.0,0.0,1562.747807706479
51,2021-07-13,1563.4282384731266,1540.4221695514932,1586.0817194531385,1563.4282384731266,1563.4282384731266,-0.005258518853777625,-0.005258518853777625,-0.005258518853777625,-0.005258518853777625,-0.005258518853777625,-0.005258518853777625,0.0,0.0,0.0,1563.422979954273
52,2021-07-14,1561.8291387145912,1540.3526975849702,1587.8003917390236,1561.8291387145912,1561.8291387145912,1.7718022753779086,1.7718022753779086,1.7718022753779086,1.7718022753779086,1.7718022753779086,1.7718022753779086,0.0,0.0,0.0,1563.600940989969
53,2021-07-15,1560.2300389560558,1540.6654720770346,1584.464036994318,1560.2300389560558,1560.2300389560558,2.7201524261943093,2.7201524261943093,2.7201524261943093,2.7201524261943093,2.7201524261943093,2.7201524261943093,0.0,0.0,0.0,1562.95019138225
54,2021-07-16,1558.6309391975203,1535.651234574745,1582.2517081131439,1558.6309391975203,1558.6309391975203,0.8627977750281977,0.8627977750281977,0.8627977750281977,0.8627977750281977,0.8627977750281977,0.8627977750281977,0.0,0.0,0.0,1559.4937369725485
55,2021-07-19,1553.8336402333302,1527.6239104638335,1574.0787567544787,1553.8336402333302,1553.8336402333302,-2.279530525184893,-2.279530525184893,-2.279530525184893,-2.279530525184893,-2.279530525184893,-2.279530525184893,0.0,0.0,0.0,1551.5541097081455
56,2021-07-20,1552.2345405786002,1530.3103819053965,1573.3219541904405,1552.2345405786002,1552.2345405786002,-0.005258518850879949,-0.005258518850879949,-0.005258518850879949,-0.005258518850879949,-0.005258518850879949,-0.005258518850879949,0.0,0.0,0.0,1552.2292820597493
57,2021-07-21,1550.6354409238702,1528.554718248525,1574.823032315424,1550.6354409238702,1550.6354409238702,1.7718022753799798,1.7718022753799798,1.7718022753799798,1.7718022753799798,1.7718022753799798,1.7718022753799798,0.0,0.0,0.0,1552.4072431992502
58,2021-07-22,1549.0363412691402,1528.6529094479215,1574.1720151454772,1549.0363412691402,1549.0363412691402,2.7201524261961034,2.7201524261961034,2.7201524261961034,2.7201524261961034,2.7201524261961034,2.7201524261961034,0.0,0.0,0.0,1551.7564936953363
59,2021-07-23,1547.4372416144101,1525.5839841058473,1569.7954096830063,1547.4372416144101,1547.4372416144101,0.862797775024049,0.862797775024049,0.862797775024049,0.862797775024049,0.862797775024049,0.862797775024049,0.0,0.0,0.0,1548.3000393894342
60,2021-07-27,1541.04084299549,1518.2882354488802,1564.0226191627255,1541.04084299549,1541.04084299549,-0.005258518851178164,-0.005258518851178164,-0.005258518851178164,-0.005258518851178164,-0.005258518851178164,-0.005258518851178164,0.0,0.0,0.0,1541.0355844766389
